Account ID,Card No,Transaction Date,Transaction Amount,Terminal ID,Terminal Location,Transaction Type,Transaction Destination,IQR,iForest,Local Outlier,Elliptical
501171904212,5273 7110 6400 6687,"Saturday, 12 March 2022",38.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 12 March 2022",82.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Sunday, 13 March 2022",50.00,2212,ION Orchard,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Sunday, 13 March 2022",76.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Sunday, 13 March 2022",56.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Monday, 14 March 2022",84.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Monday, 14 March 2022",44.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Monday, 14 March 2022",82.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Monday, 14 March 2022",80.00,2212,ION Orchard,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 14 March 2022",42.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Tuesday, 15 March 2022",24.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Tuesday, 15 March 2022",24.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Tuesday, 15 March 2022",52.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Tuesday, 15 March 2022",40.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Wednesday, 16 March 2022",34.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Wednesday, 16 March 2022",94.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Wednesday, 16 March 2022",86.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Thursday, 17 March 2022",100.00,2212,ION Orchard,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Thursday, 17 March 2022",54.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Thursday, 17 March 2022",50.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Thursday, 17 March 2022",26.00,41826,Bugis+,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Thursday, 17 March 2022",88.00,2212,ION Orchard,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Friday, 18 March 2022",84.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Friday, 18 March 2022",80.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Friday, 18 March 2022",50.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Friday, 18 March 2022",100.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Friday, 18 March 2022",74.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 19 March 2022",30.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Saturday, 19 March 2022",30.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 21 March 2022",80.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Tuesday, 22 March 2022",64.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Tuesday, 22 March 2022",36.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Tuesday, 22 March 2022",26.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Wednesday, 23 March 2022",88.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Wednesday, 23 March 2022",64.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Wednesday, 23 March 2022",66.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Thursday, 24 March 2022",48.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Thursday, 24 March 2022",56.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Friday, 25 March 2022",96.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Friday, 25 March 2022",46.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Friday, 25 March 2022",54.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 26 March 2022",30.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Saturday, 26 March 2022",58.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Saturday, 26 March 2022",30.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Sunday, 27 March 2022",30.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Sunday, 27 March 2022",32.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Sunday, 27 March 2022",74.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Monday, 28 March 2022",70.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 28 March 2022",24.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Monday, 28 March 2022",52.00,41826,Bugis+,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Tuesday, 29 March 2022",48.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Tuesday, 29 March 2022",28.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Tuesday, 29 March 2022",60.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Tuesday, 29 March 2022",58.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Tuesday, 29 March 2022",56.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Tuesday, 29 March 2022",40.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Wednesday, 30 March 2022",78.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Wednesday, 30 March 2022",86.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Thursday, 31 March 2022",68.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Thursday, 31 March 2022",46.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Thursday, 31 March 2022",74.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Thursday, 31 March 2022",52.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Thursday, 31 March 2022",88.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Thursday, 31 March 2022",82.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Thursday, 31 March 2022",46.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Friday, 1 April 2022",64.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Friday, 1 April 2022",60.00,2212,ION Orchard,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Friday, 1 April 2022",38.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Saturday, 2 April 2022",76.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Sunday, 3 April 2022",52.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Sunday, 3 April 2022",54.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Sunday, 3 April 2022",100.00,41826,Bugis+,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 4 April 2022",28.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 4 April 2022",74.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Monday, 4 April 2022",28.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Monday, 4 April 2022",38.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Tuesday, 5 April 2022",26.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Tuesday, 5 April 2022",90.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Tuesday, 5 April 2022",40.00,2212,ION Orchard,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Wednesday, 6 April 2022",38.00,41826,Bugis+,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Wednesday, 6 April 2022",94.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Wednesday, 6 April 2022",78.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Thursday, 7 April 2022",58.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Thursday, 7 April 2022",90.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Friday, 8 April 2022",34.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Friday, 8 April 2022",62.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Saturday, 9 April 2022",84.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Saturday, 9 April 2022",50.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Saturday, 9 April 2022",40.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Saturday, 9 April 2022",96.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Saturday, 9 April 2022",58.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 9 April 2022",46.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Saturday, 9 April 2022",26.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Sunday, 10 April 2022",22.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Monday, 11 April 2022",56.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 11 April 2022",78.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Monday, 11 April 2022",88.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 11 April 2022",48.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Monday, 11 April 2022",94.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Tuesday, 12 April 2022",22.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Wednesday, 13 April 2022",78.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Wednesday, 13 April 2022",100.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Wednesday, 13 April 2022",30.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Wednesday, 13 April 2022",76.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Wednesday, 13 April 2022",82.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Wednesday, 13 April 2022",54.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Wednesday, 13 April 2022",100.00,41826,Bugis+,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Thursday, 14 April 2022",30.00,41826,Bugis+,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Friday, 15 April 2022",68.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Friday, 15 April 2022",72.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Friday, 15 April 2022",94.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Friday, 15 April 2022",78.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Friday, 15 April 2022",84.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Friday, 15 April 2022",98.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 16 April 2022",86.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 16 April 2022",38.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 16 April 2022",52.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Saturday, 16 April 2022",74.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Saturday, 16 April 2022",24.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Sunday, 17 April 2022",26.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Sunday, 17 April 2022",100.00,2212,ION Orchard,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Sunday, 17 April 2022",44.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 18 April 2022",56.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Monday, 18 April 2022",62.00,41826,Bugis+,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Monday, 18 April 2022",34.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 18 April 2022",58.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Monday, 18 April 2022",66.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Monday, 18 April 2022",42.00,2212,ION Orchard,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Tuesday, 19 April 2022",96.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Tuesday, 19 April 2022",74.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Tuesday, 19 April 2022",90.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Wednesday, 20 April 2022",86.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Wednesday, 20 April 2022",28.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Wednesday, 20 April 2022",72.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Wednesday, 20 April 2022",74.00,2212,ION Orchard,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Wednesday, 20 April 2022",88.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Wednesday, 20 April 2022",64.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Thursday, 21 April 2022",44.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Thursday, 21 April 2022",56.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Thursday, 21 April 2022",32.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Thursday, 21 April 2022",74.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Thursday, 21 April 2022",42.00,41826,Bugis+,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Friday, 22 April 2022",40.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Friday, 22 April 2022",64.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Friday, 22 April 2022",80.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Friday, 22 April 2022",94.00,41826,Bugis+,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Friday, 22 April 2022",100.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Saturday, 23 April 2022",42.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 23 April 2022",70.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Saturday, 23 April 2022",80.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Saturday, 23 April 2022",62.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Saturday, 23 April 2022",50.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 23 April 2022",92.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Saturday, 23 April 2022",30.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Sunday, 24 April 2022",40.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Sunday, 24 April 2022",42.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Sunday, 24 April 2022",94.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Monday, 25 April 2022",44.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 25 April 2022",60.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Monday, 25 April 2022",60.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Monday, 25 April 2022",82.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Tuesday, 26 April 2022",46.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Tuesday, 26 April 2022",26.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Tuesday, 26 April 2022",32.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Tuesday, 26 April 2022",72.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Wednesday, 27 April 2022",38.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Wednesday, 27 April 2022",38.00,41826,Bugis+,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Wednesday, 27 April 2022",24.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Wednesday, 27 April 2022",28.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Wednesday, 27 April 2022",24.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Wednesday, 27 April 2022",36.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Wednesday, 27 April 2022",60.00,2212,ION Orchard,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Thursday, 28 April 2022",40.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Thursday, 28 April 2022",42.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Thursday, 28 April 2022",94.00,2212,ION Orchard,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Friday, 29 April 2022",88.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Friday, 29 April 2022",48.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Friday, 29 April 2022",38.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Friday, 29 April 2022",66.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Friday, 29 April 2022",87186.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Friday, 29 April 2022",92.00,41826,Bugis+,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Saturday, 30 April 2022",100.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Saturday, 30 April 2022",86.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Saturday, 30 April 2022",40.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Sunday, 1 May 2022",82.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Sunday, 1 May 2022",74.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Monday, 2 May 2022",42.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Monday, 2 May 2022",60.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Tuesday, 3 May 2022",32.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Wednesday, 4 May 2022",34.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Wednesday, 4 May 2022",80.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Wednesday, 4 May 2022",94.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Thursday, 5 May 2022",78.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Thursday, 5 May 2022",34.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Thursday, 5 May 2022",86.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Friday, 6 May 2022",28.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Friday, 6 May 2022",38.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Friday, 6 May 2022",86.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Friday, 6 May 2022",60.00,2212,ION Orchard,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Friday, 6 May 2022",82.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Saturday, 7 May 2022",40.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Sunday, 8 May 2022",50.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Sunday, 8 May 2022",62.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Monday, 9 May 2022",56.00,8946,Westgate,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Tuesday, 10 May 2022",94.00,8946,Westgate,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Tuesday, 10 May 2022",80.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501124515611,5264 7110 6400 6369,"Tuesday, 10 May 2022",72.00,7698,Jurong Point,Deposit,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Tuesday, 10 May 2022",56.00,6757,Habourfront,Withdraw,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Tuesday, 10 May 2022",30.00,6757,Habourfront,Funds Transfer,Singapore,1,1,1,1
501130862511,4330 5678 3418 6872,"Tuesday, 10 May 2022",68.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Tuesday, 10 May 2022",72.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Wednesday, 11 May 2022",64.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Wednesday, 11 May 2022",76.00,8946,Westgate,Deposit,Singapore,1,1,1,1
501177064303,5278 7110 6400 7114,"Thursday, 12 May 2022",86.00,2212,ION Orchard,Withdraw,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Thursday, 12 May 2022",60.00,6757,Habourfront,Deposit,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Thursday, 12 May 2022",50.00,7698,Jurong Point,Funds Transfer,Singapore,1,1,1,1
501171904212,5273 7110 6400 6687,"Thursday, 12 May 2022",32.00,7698,Jurong Point,Withdraw,Singapore,1,1,1,1
501144703441,4324 5678 3418 6374,"Friday, 13 May 2022",60.00,2212,ION Orchard,Withdraw,Singapore,1,1,1,1
